,Address,Bld_link,Companies,Completed,Current use,Demolished,Heritage,Image,Name,Notes,Style,Type
3452,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5918,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts1-4Aberdeens.jpg,1-4 Aberdeens,,Workers Cottage,Rowhouse
3453,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=7262,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/6-8Aberdeens1.jpg,6-8 Aberdeens,,Workers Cottage,Rowhouse
3454,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5922,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts9-12Aberdeen.jpg,9-12 Aberdeens,,Workers Cottage,Rowhouse
3455,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=7263,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/13-16Aberdeens1.jpg,13-16 Aberdeens,,Workers Cottage,Rowhouse
3456,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5919,"['F.H. Marani', 'Also see Douglas BrownÂ´s Book available in pdf. form in Resources']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts17-20Aberdns.jpg,17-20 Aberdeens,,Workers Cottage,Rowhouse
3457,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5920,"['F.H. Marani', 'Also see Douglas BrownÂ´s Book available in pdf. form in Resources']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts21-24Aberdns.jpg,21-24 Aberdeens,,Workers Cottage,Rowhouse
3458,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5921,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts25-30Aberdns.jpg,25-30 Aberdeens,,Workers Cottage,Rowhouse
3459,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=7264,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/1-6Cedars1.jpg,1-6 Cedars,,Workers Cottage,Rowhouse
3460,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=7265,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/7-14Cedars1.jpg,7-14 Cedars,,Workers Cottage,Rowhouse
3461,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5923,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts1-16Elms1.jpg,1-16 Elms,,Workers Cottage,Rowhouse
3462,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5917,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts1-10Lindens1.jpg,1-10 Lindens,,Workers Cottage,Rowhouse
3463,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5592,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts11-28Lindens.jpg,11-28 Lindens,,Workers Cottage,Rowhouse
3464,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5593,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts29-38Lindens.jpg,29-38 Lindens,,Workers Cottage,Rowhouse
3465,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=7267,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/43-74Lindens1.jpg,43-74 Lindens,,Workers Cottage,Rowhouse
3466,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5594,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts1-10Maples1.jpg,1-10 Maples,,Workers Cottage,Rowhouse
3467,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5595,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts11-28Maples1.jpg,11-28 Maples,,Workers Cottage,Rowhouse
3468,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5596,"['F.H. Marani', 'Also see Douglas BrownÂ´s Book available in pdf. form in Resources']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts29-38Maples.jpg,29-38 Maples,,Workers Cottage,Rowhouse
3469,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=7266,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/43-62Maples1.jpg,43-62 Maples,,Workers Cottage,Rowhouse
3470,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5597,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts1-10Oaks.jpg,1-10 Oaks,,Workers Cottage,Rowhouse
3471,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5598,"['F.H. Marani', 'Also see Douglas BrownÂ´s Book available in pdf. form in Resources']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts11-28Oaks1.jpg,11-28 Oaks,,Workers Cottage,Rowhouse
3472,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5599,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts29-38Oaks.jpg,29-38 Oaks,,Workers Cottage,Rowhouse
3473,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=7241,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/44-62Oaks.jpg,44-62 Oaks,,Workers Cottage,Rowhouse
3474,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5591,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourts1-6Pines1.jpg,1-6 Pines,,Workers Cottage,Rowhouse
3475,100 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5924,"['F.H. Marani', 'Also see Douglas BrownÂ´s Book available in pdf. form in Resources']",1914,Community centre,,Heritage property,/tobuilt_bk/php/Buildingimages/RiverdaleCourtsHeatingPlant.jpg,Riverdale Courts Heating Plant & Community Centre,,Workers Cottage,Industrial
3476,23 Boswell Avenue The Annex Toronto,show_building.php?BuildingID=6666,,1880,Residential,,East Annex Heritage Conservation District,/tobuilt_bk/php/Buildingimages/23BoswellAve1.jpg,23 Boswell Avenue,,Workers Cottage,Detached house
3477,6 Bowman Street Cabbagetown Toronto,show_building.php?BuildingID=4145,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/6Bowman.jpg,6 Bowman Street,,Workers Cottage,Detached house
3478,15 Bowman Street Cabbagetown Toronto,show_building.php?BuildingID=4662,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/15Bowman.jpg,15 Bowman Street,,Workers Cottage,Detached house
3479,138-140 Cambridge Avenue Danforth Village Toronto,show_building.php?BuildingID=9770,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/138-140CambridgeAve1.jpg,138-140 Cambridge Avenue,,Workers Cottage,Semi-detached house
3480,142-144 Cambridge Avenue Danforth Village Toronto,show_building.php?BuildingID=9771,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/142-144CambridgeAve1.jpg,142-144 Cambridge Avenue,,Workers Cottage,Semi-detached house
3481,146 Cambridge Avenue Danforth Village Toronto,show_building.php?BuildingID=9772,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/146CambridgeAve.jpg,146 Cambridge Avenue,,Workers Cottage,Detached house
3482,2 Cluny Drive Rosedale Toronto,show_building.php?BuildingID=4985,['Also see Douglas BrownÂ´s Book available in pdf. form in Resources'],1921,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/2ClunyDr.jpg,I. Weldon House,"First Occupant: Weldon, Isaac H.

First OccupantÂ´s Occupation: Pres. Prov Paper Mills Ltd",Workers Cottage,Detached house
3483,48 Cluny Drive Rosedale Toronto,show_building.php?BuildingID=4994,['Also see Douglas BrownÂ´s Book available in pdf. form in Resources'],1903,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/48ClunyDr.jpg,48 Cluny Drive,,Workers Cottage,Detached house
3484,49 Cluny Drive Rosedale Toronto,show_building.php?BuildingID=3072,['S. Hamilton Townsend'],1902,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/JohnNorthwayHouse.jpg,John Northway House,"First Occupant: John Northway

First OccupantÂ´s Occupation: Pres & mgr, John Northway & So",Workers Cottage,Detached house
3485,52 Cluny Drive Rosedale Toronto,show_building.php?BuildingID=4995,['S. Hamilton Townsend'],1904,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/52ClunyDr.jpg,John J. Dixon House,"First Occupant: John J. Dixon

First OccupantÂ´s Occupation: Ladenburg, Thalmann & Co (1907",Workers Cottage,Detached house
3486,4 Hawthorn Gardens Rosedale Toronto,show_building.php?BuildingID=4743,['S. Hamilton Townsend'],1910,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/4HawthornGdns.jpg,William Gundy House,"First Occupant: William P. Gundy

First OccupantÂ´s Occupation: v.p. & general mgr. W. J. Gage",Workers Cottage,Detached house
3487,113 Hazelton Avenue Bloor-Yorkville Toronto,show_building.php?BuildingID=2251,,1880,Residential,,Yorkville Hazelton Heritage Conservation District,/tobuilt_bk/php/Buildingimages/GeorgeBowlingHouse.jpg,George Bowling House,,Workers Cottage,Detached house
3488,69 Hogarth Avenue Riverdale Toronto,show_building.php?BuildingID=7239,,1904,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/OwenStaplesHouse.jpg,Owen Staples House,Owen Staples was one of Toronto's leading artists of the early 20th century.,Workers Cottage,Detached house
3489,86-90 Lewis Street Riverdale Toronto,show_building.php?BuildingID=5931,,1877,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/86-90LewisSt1.jpg,86-90 Lewis Street,,Workers Cottage,Rowhouse
3490,31 Lowther Avenue The Annex Toronto,show_building.php?BuildingID=6691,,1877,Residential,,East Annex Heritage Conservation District,/tobuilt_bk/php/Buildingimages/31LowtherAve.jpg,31 Lowther Avenue,No. 31 and 33 treated as a duplex in the Inventory of Heritage Properties; they are described separately here.,Workers Cottage,Detached house
3491,62 Metcalfe Street Cabbagetown Toronto,show_building.php?BuildingID=4180,,1874,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/62MetcalfeSt.jpg,Peter Carroll House,,Workers Cottage,Detached house
3492,66 Metcalfe Street Cabbagetown Toronto,show_building.php?BuildingID=4181,,1886,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/66MetcalfeSt.jpg,Mrs. J. Wakefield House,,Workers Cottage,Detached house
3493,40-44  Mitchell Avenue Niagara Toronto,show_building.php?BuildingID=11603,,unknown,,,No heritage status,/tobuilt_bk/php/Buildingimages/9154298a.jpg,Robinson Cottages,"James Lukin Robinson built 32 Garrison Common Cottages ( also known as Robinson Cottages & misidentified in city records for some time as Robertson Cottages). 16 cottages were first built on Mitchell Avenue, then 8 or Richmond Street West and 8 on Adelaide St. West. These brick, semi-detached cottages were built as a group, 4 pairs on one street backing onto 4 pairs behind. The houses were occupied by industrial workers, industry linked to the railway lines that passed through the neighborhood. All the Garrison Common Cottages on Adelaide St. are gone, but 7 cottages remain on Richmond Street W, and 4 cottages are left on Mitchell Ave. These are now among the oldest modestly scaled residential houses in Toronto. Robinson intended to build a similar group of cottages near the train station in Mimico, but the project collapsed before any were built.

Now:
4 of the cottages on Richmond St. W. are listed. A Demolition Permit has been applied for 2 of the cottages on Mitchell Ave. and 2 more are for sale and being advertised as potential for demolition & rebuild. ALL of the cottages should be listed on the City of Toronto Register of Heritage Property.",Workers Cottage,Semi-detached house
3494,71-75 Mitchell Avenue Niagara Toronto,show_building.php?BuildingID=11604,,1859,,,No heritage status,/tobuilt_bk/php/Buildingimages/9c9c062d.jpg,Robinson Cottages,"James Lukin Robinson built 32 Garrison Common Cottages ( also known as Robinson Cottages & misidentified in city records for some time as Robertson Cottages). 16 cottages were first built on Mitchell Avenue, then 8 or Richmond Street West and 8 on Adelaide St. West. These brick, semi-detached cottages were built as a group, 4 pairs on one street backing onto 4 pairs behind. The houses were occupied by industrial workers, industry linked to the railway lines that passed through the neighborhood. All the Garrison Common Cottages on Adelaide St. are gone, but 7 cottages remain on Richmond Street W, and 4 cottages are left on Mitchell Ave. These are now among the oldest modestly scaled residential houses in Toronto. Robinson intended to build a similar group of cottages near the train station in Mimico, but the project collapsed before any were built.

Now:
4 of the cottages on Richmond St. W. are listed. A Demolition Permit has been applied for 2 of the cottages on Mitchell Ave. and 2 more are for sale and being advertised as potential for demolition & rebuild. ALL of the cottages should be listed on the City of Toronto Register of Heritage Property.  

For additional References on the History of the Cottages See 40-44 Mitchell Avenue",Workers Cottage,Semi-detached house
3495,703-705 Richmond Street West Niagara Toronto,show_building.php?BuildingID=6765,,1859,Residential,,Listed,/tobuilt_bk/php/Buildingimages/703-705RichmondStW.jpg,Robinson Cottages,"James Lukin Robinson built 32 Garrison Common Cottages ( also known as Robinson Cottages & misidentified in city records for some time as Robertson Cottages). 16 cottages were first built on Mitchell Avenue, then 8 or Richmond Street West and 8 on Adelaide St. West. These brick, semi-detached cottages were built as a group, 4 pairs on one street backing onto 4 pairs behind. The houses were occupied by industrial workers, industry linked to the railway lines that passed through the neighborhood. All the Garrison Common Cottages on Adelaide St. are gone, but 7 cottages remain on Richmond Street W, and 4 cottages are left on Mitchell Ave. These are now among the oldest modestly scaled residential houses in Toronto. Robinson intended to build a similar group of cottages near the train station in Mimico, but the project collapsed before any were built.

Now:
4 of the cottages on Richmond St. W. are listed. A Demolition Permit has been applied for 2 of the cottages on Mitchell Ave. and 2 more are for sale and being advertised as potential for demolition & rebuild. ALL of the cottages should be listed on the City of Toronto Register of Heritage Property.  

For additional References on the History of the Cottages See 40-44 Mitchell Avenue",Workers Cottage,Semi-detached house
3496,707 Richmond Street West Niagara Toronto,show_building.php?BuildingID=6766,,circa 1880,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/707RichmondStW.jpg,707 Richmond Street West,Has been demolished,Workers Cottage,Detached house
3497,711 Richmond Street West Niagara Toronto,show_building.php?BuildingID=6764,,unknown,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/711RichmondStW2.jpg,711 Richmond Street West,,Workers Cottage,Detached house
